,pmid,aff,country
2865,33981976,"""Collaboration Unit Applied Tumor Biology, German Cancer Research Center (DKFZ), 69120 Heidelberg, Germany.""",Germany
2866,33981976,"""Department of Applied Tumor Biology, Institute of Pathology, Heidelberg University, 69120 Heidelberg, Germany.""",Germany
2867,33981976,"""Hopp Children&#x27;s Cancer Center, National Center for Tumor Diseases (NCT), 69120 Heidelberg, Germany.""",Germany
2868,33981976,"""Molecular Medicine Partnership Unit (MMPU), Heidelberg University, 69120 Heidelberg, Germany.""",Germany
2869,34231935,"""Meng Yi Center Limited, Macau, China.""",China
2870,34231935,"""Department of Geriatrics, Guangzhou First People&#x27;s Hospital, School of Medicine, South China University of Technology, Guangzhou, Guangdong, China.""",China
2871,34231935,"""Department of Microbiology and Immunology; Institute of Geriatric Immunology; School of Medicine, Jinan University, Guangzhou, China.""",China
2872,34231935,"""Department of Systems Biomedical Sciences, School of Medicine, Jinan University, Guangzhou, China.""",China
2873,34231935,"""Affiliated Huaqiao Hospital, Jinan University, Guangzhou, China.""",China
2874,34231935,"""Guangdong-Hong Kong-Macau Great Bay Area Geroscience Joint Laboratory, Guangzhou, China.""",China
2875,34006841,"""Department of Biochemistry and Molecular Biology &amp; Infection and Immunity Program, Biomedicine Discovery Institute, Monash University, Clayton, VIC, Australia.""",Australia
2876,34006841,"""Tasmanian Vaccine Trial Centre, Launceston General Hospital, Launceston, TAS, Australia.""",Australia
2877,34006841,"""Department of Medicine, Monash University, Central Clinical School, The Alfred Hospital, Melbourne, VIC, Australia.""",Australia
2878,34006841,"""Victorian Infectious Diseases Service, The Royal Melbourne Hospital, and Doherty Department University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Parkville, VIC, Australia.""",Australia
2879,34006841,"""Indigenous Engagement, CQUniversity, Townsville, Australia.""",Australia
2880,34006841,"""Department of Allergy, Immunology and Respiratory Medicine, The Alfred Hospital, Melbourne, VIC, Australia.""",Australia
2881,34006841,"""Department of Biochemistry and Genetics, La Trobe Institute for Molecular Science, La Trobe University, Bundoora, VIC, Australia.""",Australia
2882,34006841,"""School of Health and Biomedical Science, RMIT University, Melbourne, VIC, Australia.""",Australia
2883,34006841,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Cardiff, UK.""",United Kingdom
2884,34006841,"""Immunology and Diabetes Unit, St Vincent&#x27;s Institute of Medical Research, Fitzroy, VIC, Australia.""",Australia
2885,34006841,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC, Australia.""",Australia
2886,34006841,"""School of Public Health and Preventive Medicine, Monash University, Melbourne, VIC, Australia.""",Australia
2887,34006841,"""School of Medical Sciences and The Kirby Institute, UNSW Sydney, Sydney, NSW, Australia.""",Australia
2888,34006841,"""Menzies School of Health Research, Darwin, NT, Australia.""",Australia
2889,34006841,"""St. Vincent&#x27;s Clinical School, University of New South Wales, Sydney, NSW, Australia.""",Australia
2890,34006841,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Parkville, VIC, Australia. kkedz@unimelb.edu.au.""",Australia
2891,34006841,"""School of Health Sciences and School of Medicine, University of Tasmania, Launceston, TAS, Australia.""",Australia
2892,34006841,"""Seqirus, Parkville, VIC, Australia.""",Australia
2893,34006841,"""Sydney Medical School, University of Sydney, Sydney, NSW, Australia.""",Australia
2894,34006841,"""Department of Immunology and Pathology, Monash University, Melbourne, VIC, Australia.""",Australia
2895,34006841,"""Chris O&#x27;Brien Lifehouse Cancer Centre, Royal Prince Alfred Hospital, Sydney, NSW, Australia.""",Australia
2896,34006841,"""Infection Prevention and Healthcare Epidemiology Unit, Alfred Health, Melbourne, VIC, Australia.""",Australia
2897,34006841,"""Department of Hematopoiesis, Sanquin Research and Landsteiner Laboratory, Amsterdam UMC, University of Amsterdam, Amsterdam, The Netherlands.""",Netherlands
2898,34006841,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Parkville, VIC, Australia.""",Australia
2899,34006841,"""Lung Transplant Unit, Alfred Hospital, Melbourne, VIC, Australia.""",Australia
2900,34006841,"""Immunology Division, Garvan Institute of Medical Research, Darlinghurst, NSW, Australia.""",Australia
2901,34166618,"""Department of Pathology, Stanford University School of Medicine, Stanford, CA, USA.""",United States
2902,34166618,"""Tissue Typing and Immunogenetics Unit, Hadassah Medical Organization and Faculty of Medicine, Hebrew University of Jerusalem, Israel.""",Israel
2903,34166618,"""Department of Infectious Diseases, Israel Institute for Biological Research, Ness Ziona, Israel.""",Israel
2904,34166618,"""Department of Biochemistry and Molecular Genetics, Israel Institute for Biological Research, Ness Ziona, Israel.""",Israel
2905,34166618,"""Division of Molecular Oncology and Immunology, the Netherlands Cancer Institute, the Netherlands.""",Netherlands
2906,34166618,"""Department of Molecular Cell Biology, Weizmann Institute of Science, Rehovot, Israel. Electronic address: yardena.samuels@weizmann.ac.il.""",Israel
2907,34166618,"""Department of Molecular Cell Biology, Weizmann Institute of Science, Rehovot, Israel.""",Israel
2908,34166618,"""The de Botton Institute for Protein Profiling, The Nancy and Stephen Grand Israel National Center for Personalized Medicine, Weizmann Institute of Science, Rehovot, Israel.""",Israel
2909,34210785,"""Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305, USA.""",United States
2910,34210785,"""Department of Medicine, Division of Infectious Diseases, Stanford University, Stanford, CA 94305, USA.""",United States
2911,34210785,"""Institute for Immunity, Transplantation, and Infection, Stanford University School of Medicine, Stanford, CA 94305, USA.""",United States
2912,34210785,"""Computational and Systems Immunology Program, Stanford University School of Medicine, Stanford, CA 94305, USA.""",United States
2913,34210785,"""Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA, 94305, USA.""",United States
2914,34210785,"""Sean N. Parker Center for Allergy and Asthma Research, Stanford University and Division of Pulmonary, Allergy, Critical Care Medicine, Stanford University School of Medicine, Stanford, CA 94305, USA.""",United States
2915,34210785,"""Institute for Immunity, Transplantation, and Infection, Stanford University School of Medicine, Stanford, CA 94305, USA. mmdavis@stanford.edu.""",United States
2916,34210785,"""Department of Biology, Stanford University School of Humanities and Sciences, Stanford, CA 94305, USA.""",United States
2917,34265281,"""The Broad Institute, Cambridge, MA 02142, USA; Harvard Medical School Department of Ophthalmology, Massachusetts Eye and Ear, Boston, MA 02114, USA.""",United States
2918,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; The Broad Institute, Cambridge, MA 02142, USA; Howard Hughes Medical Institute, Chevy Chase, MD 20815, USA; Center for the AIDS Programme of Research in South Africa, Durban 4001, South Africa; Institute for Medical Engineering and Science and Department of Biology, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.""",United States
2919,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Division of Gastroenterology, Massachusetts General Hospital, Boston, MA 02114, USA. Electronic address: ggaiha@mgh.harvard.edu.""",United States
2920,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Howard Hughes Medical Institute, Chevy Chase, MD 20815, USA.""",United States
2921,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Program in Virology, Harvard Medical School, Boston, MA 02115, USA.""",United States
2922,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Basic Science Program, Frederick National Laboratory for Cancer Research in the Laboratory of Integrative Cancer Immunology, National Cancer Institute, Bethesda, MD 20892, USA.""",United States
2923,34265281,"""Department of Medicine, Massachusetts General Hospital, Boston, MA 02115, USA; Dana-Farber Cancer Institute, Boston, MA 02215, USA; Center for the AIDS Programme of Research in South Africa, Durban 4001, South Africa.""",South Africa
2924,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Program in Health Sciences &amp; Technology, Harvard Medical School &amp; Massachusetts Institute of Technology, Boston, MA 02115, USA.""",United States
2925,34265281,"""Basic Science Program, Frederick National Laboratory for Cancer Research in the Laboratory of Integrative Cancer Immunology, National Cancer Institute, Bethesda, MD 20892, USA.""",United States
2926,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Harvard Radiation Oncology Program, Boston, MA 02114, USA.""",United States
2927,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Koch Institute for Integrative Cancer Research at MIT, Cambridge, MA 02142, USA.""",United States
2928,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA.""",United States
2929,34265281,"""Department of Pathology, Massachusetts General Hospital, MA 02115, USA.""",United States
2930,34265281,"""Massachusetts General Hospital Endocrine Division and Department of Medicine, Harvard Medical School, Boston, MA 02114, USA.""",United States
2931,34265281,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Department of Pathology, Massachusetts General Hospital, MA 02115, USA.""",United States
2932,34321228,"""The Zeeman Institute, University of Warwick, Coventry, United Kingdom; and.""",United Kingdom
2933,34321228,"""Faculty of Health Sciences, University of Bristol, Bristol, United Kingdom.""",United Kingdom
2934,34321228,"""Systems Immunity Research Institute, School of Medicine, Cardiff University, Cardiff, United Kingdom.""",United Kingdom
2935,34321228,"""Division of Infection and Immunity, School of Medicine, Cardiff University, Cardiff, United Kingdom.""",United Kingdom
2936,34321228,"""Division of Cancer and Genetics, School of Medicine, Cardiff University, Cardiff, United Kingdom; ManS@cf.ac.uk.""",United Kingdom
2937,34321228,"""School of Chemistry, Cardiff University, Cardiff, United Kingdom.""",United Kingdom
2938,34321228,"""Division of Cancer and Genetics, School of Medicine, Cardiff University, Cardiff, United Kingdom.""",United Kingdom
2939,34236583,"""School of Life Sciences, Zhengzhou University, Zhengzhou, 450001, China.""",China
2940,34236583,"""Affiliated Cancer Hospital of Zhengzhou University and Henan Cancer Hospital, Zhengzhou, 450008, China.""",China
2941,34236583,"""School of Life Sciences, Zhengzhou University, Zhengzhou, 450001, China. yahongwu@zzu.edu.cn.""",China
2942,34236583,"""School of Pharmaceutical Sciences (Shenzhen), Sun Yat-sen University, Shenzhen, 518107, China. gaoyf29@mail.sysu.edu.cn.""",China
2943,34236583,"""Henan Key Laboratory of Bioactive Macromolecules, Zhengzhou University, Zhengzhou, 450001, China.""",China
2944,34236583,"""Department of Integrated Chinse and Western Medicine, Affiliated Cancer Hospital of Zhengzhou University and Henan Cancer Hospital, Zhengzhou, 450008, China.""",China
2945,34236583,"""Henan Key Laboratory of Bioactive Macromolecules, Zhengzhou University, Zhengzhou, 450001, China. yahongwu@zzu.edu.cn.""",China
2946,34236583,"""School of Life Sciences, Zhengzhou University, Zhengzhou, 450001, China. gaoyf29@mail.sysu.edu.cn.""",China
2947,33936100,"""Department of Chemical and Systems Biology, Stanford School of Medicine, Stanford University, Stanford, CA, United States.""",United States
2948,33936100,"""Department of OMNI Biomarker Development, Genentech, South San Francisco, CA, United States.""",United States
2949,33936100,"""Department of Microchemistry, Proteomics and Lipidomics, Genentech, South San Francisco, CA, United States.""",United States
2950,33936100,"""Mass Spectrometry Platform, Chan Zuckerberg Biohub, Stanford, CA, United States.""",United States
2951,34202193,"""Centre for Infectious Disease Control, National Institute for Public Health and the Environment, 3721 MA Bilthoven, The Netherlands.""",Netherlands
2952,34202193,"""Faculty of Veterinary Medicine, Utrecht University, 3584 CL Utrecht, The Netherlands.""",Netherlands
2953,34202193,"""Intravacc (Institute for Translational Vaccinology), 3721 MA Bilthoven, The Netherlands.""",Netherlands
2954,33649101,"""Lustgarten Pancreatic Cancer Research Laboratory, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA.""",United States
2955,33649101,"""Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD 21218, USA.""",United States
2956,33649101,"""Division of Rheumatology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD 21224, USA.""",United States
2957,33649101,"""Howard Hughes Medical Institute, Chevy Chase, MD 20815, USA.""",United States
2958,33649101,"""Cytiva, Marlborough, MA 01752, USA.""",United States
2959,33649101,"""Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.""",United States
2960,33649101,"""Bloomberg~Kimmel Institute for Cancer Immunotherapy, Sidney Kimmel Comprehensive Cancer Center, Baltimore, MD 21287, USA.""",United States
2961,33649101,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA.""",United States
2962,33649101,"""Department of Surgery, University of Maryland Medical Center, Baltimore, MD 21201, USA.""",United States
2963,33649101,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA.""",United States
2964,33649101,"""Department of Neurosurgery, Johns Hopkins University School of Medicine, MD 21205, USA.""",United States
2965,33649101,"""Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.""",United States
2966,33649101,"""Complete Omics Inc., Baltimore, MD 21227, USA.""",United States
2967,33649101,"""Department of Biophysics and Biophysical Chemistry, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA.""",United States
2968,33649101,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA. vogelbe@jhmi.edu qing@completeomics.com sbzhou@jhmi.edu.""",United States
2969,34087483,"""Faculty of Biology, Technion-Israel Institute of Technology, Haifa, Israel. Electronic address: admon@technion.ac.il.""",Israel
2970,34087483,"""Faculty of Biology, Technion-Israel Institute of Technology, Haifa, Israel.""",Israel
2971,34168657,"""EpiVax Inc., Providence, RI, United States.""",United States
2972,34168657,"""Leidos Life Sciences, Leidos Inc., Frederick, MD, United States.""",United States
2973,34168657,"""University of Georgia Center for Vaccines and Immunology, Athens, GA, United States.""",Georgia
2974,34168657,"""Sanofi Pasteur, VaxDesign Campus, Orlando, FL, United States.""",United States
2975,34384783,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia; Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, Victoria, Australia; Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff, United Kingdom. Electronic address: Jamie.rossjohn@monash.edu.""",Australia
2976,34384783,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Melbourne, Victoria, Australia; Australian Research Council Centre of Excellence in Convergent Bio-Nano Science and Technology, University of Melbourne, Melbourne, Victoria, Australia.""",Australia
2977,34384783,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia; Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, Victoria, Australia. Electronic address: jan.petersen@monash.edu.""",Australia
2978,34384783,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia.""",Australia
2979,34384783,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Melbourne, Victoria, Australia. Electronic address: kkedz@unimelb.edu.au.""",Australia
2980,34384783,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Melbourne, Victoria, Australia.""",Australia
2981,34405274,"""Department of Pathology, Sapporo Medical University School of Medicine, South-1 West-17, Chuo-Ku, Sapporo, Hokkaido, 060-8556, Japan. torigoe@sapmed.ac.jp.""",Japan
2982,34405274,"""Department of Molecular Pathophysiology, Institute of Advanced Medicine, Wakayama Medical University, Wakayama, Wakayama, 641-8509, Japan.""",Japan
2983,34405274,"""Department of Pathology, Sapporo Medical University School of Medicine, South-1 West-17, Chuo-Ku, Sapporo, Hokkaido, 060-8556, Japan.""",Japan
2984,34405274,"""Department of Renal and Genitourinary Surgery, Hokkaido University Graduate School of Medicine, Sapporo, Hokkaido, 060-8648, Japan.""",Japan
2985,34405274,"""Department of Pathology, Sapporo Medical University School of Medicine, South-1 West-17, Chuo-Ku, Sapporo, Hokkaido, 060-8556, Japan. hirohash@sapmed.ac.jp.""",Japan
2986,34305923,"""Center for Vaccines and Immunology, University of Georgia, Athens, GA, United States.""",Georgia
2987,34305923,"""The Jenner Institute, University of Oxford, Oxford, United Kingdom.""",United Kingdom
2988,34305923,"""EpiVax Inc., Providence, RI, United States.""",United States
2989,34305923,"""Leidos Life Sciences, Leidos Inc., Frederick, MD, United States.""",United States
2990,34290406,"""Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.""",United States
2991,34290406,"""TScan Therapeutics, Waltham, MA, USA.""",United States
2992,34290406,"""Society of Fellows, Harvard University, Cambridge, MA, USA.""",United States
2993,34290406,"""Center for Cancer Research, Massachusetts General Hospital, Boston, MA, USA.""",United States
2994,34290406,"""Translational Immunogenomics Laboratory, Dana-Farber Cancer Institute, Boston, MA, USA.""",United States
2995,34290406,"""Department of Data Science, Dana-Farber Cancer Institute, Boston, MA, USA.""",United States
2996,34290406,"""Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA. cwu@partners.org.""",United States
2997,34290406,"""Broad Institute of MIT and Harvard, Cambridge, MA, USA.""",United States
2998,34290406,"""Harvard Medical School, Boston, MA, USA.""",United States
2999,34290406,"""Immunitrack, Copenhagen, Denmark.""",Denmark
3000,34290406,"""Department of Medicine, Brigham and Women&#x27;s Hospital, Boston, MA, USA.""",United States
3001,34290406,"""Harvard Medical School, Boston, MA, USA. cwu@partners.org.""",United States
3002,34290406,"""Broad Institute of MIT and Harvard, Cambridge, MA, USA. cwu@partners.org.""",United States
3003,34290406,"""Department of Medicine, Brigham and Women&#x27;s Hospital, Boston, MA, USA. cwu@partners.org.""",United States
3004,34506741,"""Hefei National Laboratory for Physical Sciences at Microscale, CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China; Department of Pulmonary and Critical Care Medicine, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, Anhui 230001, China; CAS Center for Excellence in Molecular Cell Science, Chinese Academy of Sciences, Shanghai 200031, China. Electronic address: jint@ustc.edu.cn.""",China
3005,34506741,"""Beijing Advanced Innovation Center for Structural Biology, Beijing Frontier Research Center for Biological Structure, MOE Key Laboratory of Bioorganic Phosphorus Chemistry &amp; Chemical Biology, School of Pharmaceutical Sciences, Tsinghua University, Beijing 100084, China; Tsinghua-Peking Center for Life Sciences, Beijing 100084, China. Electronic address: xutan@tsinghua.edu.cn.""",China
3006,34506741,"""Beijing Advanced Innovation Center for Structural Biology, Beijing Frontier Research Center for Biological Structure, MOE Key Laboratory of Bioorganic Phosphorus Chemistry &amp; Chemical Biology, School of Pharmaceutical Sciences, Tsinghua University, Beijing 100084, China.""",China
3007,34506741,"""Department of Pulmonary and Critical Care Medicine, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, Anhui 230001, China.""",China
3008,34506741,"""Beijing Advanced Innovation Center for Structural Biology, Beijing Frontier Research Center for Biological Structure, MOE Key Laboratory of Bioorganic Phosphorus Chemistry &amp; Chemical Biology, School of Pharmaceutical Sciences, Tsinghua University, Beijing 100084, China; Tsinghua-Peking Center for Life Sciences, Beijing 100084, China.""",China
3009,34506741,"""Hefei National Laboratory for Physical Sciences at Microscale, CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China.""",China
3010,34371177,"""Center for Proteomics and Metabolomics, Leiden University Medical Center, Leiden 2333ZA, the Netherlands.""",Netherlands
3011,34371177,"""Department of Hematology, Leiden University Medical Center, Leiden 2333ZA, the Netherlands.""",Netherlands
3012,34371177,"""Department of Hematology, Leiden University Medical Center, Leiden 2333ZA, the Netherlands. Electronic address: m.h.meeuwsen@lumc.nl.""",Netherlands
3013,34371177,"""Department of Hematology, Leiden University Medical Center, Leiden 2333ZA, the Netherlands. Electronic address: m.h.m.heemskerk@lumc.nl.""",Netherlands
3014,34371177,"""Department of Hematology, Leiden University Medical Center, Leiden 2333ZA, the Netherlands; Department of Immunology, Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center, New York, NY 10065, USA.""",United States
3015,34471285,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA.""",United States
3016,34471285,"""Winship Cancer Institute of Emory University, Atlanta, GA, USA.""",United States
3017,34471285,"""Department of Otolaryngology, Emory University School of Medicine, Atlanta, GA, USA.""",United States
3018,34471285,"""Ragon Institute of MGH, MIT and Harvard, Boston, MA, USA.""",United States
3019,34471285,"""Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, GA, USA.""",United States
3020,34471285,"""Winship Cancer Institute of Emory University, Atlanta, GA, USA. rahmed@emory.edu.""",United States
3021,34471285,"""Centre for Vaccinology, University Hospitals Geneva, Geneva, Switzerland.""",Switzerland
3022,34471285,"""Division of General Pediatrics, Department of Pediatrics, Gynecology &amp; Obstetrics, Faculty of Medicine, University of Geneva, Geneva, Switzerland.""",Switzerland
3023,34471285,"""Department of Pathology, Emory University School of Medicine, Atlanta, GA, USA.""",United States
3024,34471285,"""Robert H. Lurie Comprehensive Cancer Center, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.""",United States
3025,34471285,"""Department of Hematology and Medical Oncology, Emory University School of Medicine, Atlanta, GA, USA.""",United States
3026,34471285,"""Division of Vaccine Discovery, La Jolla Institute for Immunology, La Jolla, CA, USA.""",United States
3027,34471285,"""Department of Urology, Emory University School of Medicine, Atlanta, GA, USA.""",United States
3028,34471285,"""Basic Science Program, Frederick National Laboratory for Cancer Research in the Laboratory of Integrative Cancer Immunology, National Cancer Institute, Bethesda, MD, USA.""",United States
3029,34471285,"""Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, GA, USA. rahmed@emory.edu.""",United States
3030,34471285,"""Department of Immunology, Sungkyunkwan University School of Medicine, Suwon, South Korea.""",South Korea
3031,34471285,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA. andreas.wieland@emory.edu.""",United States
3032,34471285,"""Department of Medicine, University of California, San Diego, La Jolla, CA, USA.""",United States
3033,34471285,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA. rahmed@emory.edu.""",United States
3034,34471285,"""Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, GA, USA. andreas.wieland@emory.edu.""",United States
3035,34172517,"""Department of Internal Medicine 5, Hematology/Oncology, Friedrich-Alexander University Erlangen-Nuremberg, Erlangen, Germany.""",Germany
3036,34172517,"""ImmunityBio, Inc, Culver City, California, USA patricia.spilman@immunitybio.com.""",United States
3037,34172517,"""ImmunityBio, Inc, Culver City, California, USA.""",United States
3038,34172517,"""Department of Gynecology and Obstetrics, Friedrich Alexander University Erlangen-Nuremberg, Erlangen, Germany.""",Germany
3039,34172517,"""NantHealth, Inc, Santa Cruz, California, USA.""",United States
3040,34172517,"""Laboratory of Tumor Immunology and Biology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland, USA.""",United States
3041,34172517,"""Department of Hematology, Leiden University Medical Center, Leiden, The Netherlands.""",Netherlands
3042,34172517,"""Genitourinary Malignancies Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland, USA.""",United States
3043,34489470,"""Department of Biophysics and Biophysical Chemistry, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",United States
3044,34489470,"""Department of Neurosurgery, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",United States
3045,34489470,"""Division of Rheumatology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",United States
3046,34489470,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. sbzhou@jhmi.edu.""",United States
3047,34489470,"""Lilly Biotechnology Center, Eli Lilly and Co, San Diego, CA, USA.""",United States
3048,34489470,"""Bloomberg~Kimmel Institute for Cancer Immunotherapy, Sidney Kimmel Comprehensive Cancer Center, Baltimore, MD, USA. sbzhou@jhmi.edu.""",United States
3049,34489470,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",United States
3050,34489470,"""Lustgarten Laboratory for Pancreatic Cancer Research, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",United States
3051,34489470,"""Howard Hughes Medical Institute, Chevy Chase, MD, USA. vogelbe@jhmi.edu.""",United States
3052,34489470,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. sbzhou@jhmi.edu.""",United States
3053,34489470,"""Sol Goldman Pancreatic Cancer Research Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",United States
3054,34489470,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",United States
3055,34489470,"""Lustgarten Laboratory for Pancreatic Cancer Research, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",United States
3056,34489470,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",United States
3057,34489470,"""Cytiva, Marlborough, MA, USA.""",United States
3058,34489470,"""Bloomberg~Kimmel Institute for Cancer Immunotherapy, Sidney Kimmel Comprehensive Cancer Center, Baltimore, MD, USA. vogelbe@jhmi.edu.""",United States
3059,34489470,"""Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA.""",United States
3060,34489470,"""Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA. gabelli@jhmi.edu.""",United States
3061,34489470,"""Genentech, Inc., South San Francisco, CA, USA.""",United States
3062,34489470,"""Bloomberg~Kimmel Institute for Cancer Immunotherapy, Sidney Kimmel Comprehensive Cancer Center, Baltimore, MD, USA.""",United States
3063,34489470,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",United States
3064,34489470,"""Department of Biophysics and Biophysical Chemistry, Johns Hopkins University School of Medicine, Baltimore, MD, USA. gabelli@jhmi.edu.""",United States
3065,34489470,"""Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",United States
3066,34489470,"""Howard Hughes Medical Institute, Chevy Chase, MD, USA.""",United States
3067,34489470,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. gabelli@jhmi.edu.""",United States
3068,34489470,"""Walter and Eliza Hall Institute of Medical Research, Parkville, VIC, Australia.""",Australia
3069,34489470,"""Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",United States
3070,34489470,"""Sol Goldman Pancreatic Cancer Research Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",United States
3071,34489470,"""Lustgarten Laboratory for Pancreatic Cancer Research, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. sbzhou@jhmi.edu.""",United States
3072,34171305,"""Center for Infectious Disease and Vaccine Research, La Jolla Institute for Immunology (LJI), La Jolla, CA 92037, USA.""",United States
3073,34171305,"""Department of Molecular Genetics, Weizmann Institute of Science, Rehovot 76100, Israel.""",Israel
3074,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Translational Immunogenomics Laboratory, Dana-Farber Cancer Institute, Boston, MA, USA; Health Informatics Lab, Metropolitan College, Boston University, Boston, MA, USA; Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.""",United States
