,type,affiliation
3044,university,"""Department of Medical Oncology, Leiden University Medical Center, Leiden, Netherlands T.van_Hall@lumc.nl."""
3045,university,"""Eberhard-Karls-Universit\xc3\xa4t T\xc3\xbcbingen, Interfakult\xc3\xa4res Institut f\xc3\xbcr Zellbiologie, Abteilung Immunologie, Auf der Morgenstelle 15, D-72076 T\xc3\xbcbingen, Germany."""
3046,university,"""Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, IL 60153."""
3047,university,"""Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, IN 46556, USA."""
3048,university,"""Department of Biochemistry and Molecular Biology, Monash University, Melbourne, VIC 3800, Australia."""
3049,university,"""From the \xe2\x80\xa1Department of Proteomics and Signal Transduction, Max-Planck Institute of Biochemistry, Am Klopferspitz 18, D-82152 Martinsried, Germany; \xc2\xa7Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Blegdamsvej 3B, DK-2200 Copenhagen, Denmark mmann@biochem.mpg.de."""
3050,university,"""Institute of Molecular Immunology, School of Biotechnology, Southern Medical University, Guangzhou, China."""
3051,institute,"""La Jolla Institute for Allergy and Immunology, La Jolla, CA, 92130, USA."""
3052,university,"""Department of Neurosurgery, Johns Hopkins University School of Medicine, MD 21205, USA."""
3053,institute,"""Mogam Biotech. Institute, 341 Pojung-ri, Koosung-myun, Yongin-city Kyonggi-do 449-910, South Korea2."""
3054,university,"""Department of Chemistry, University of Virginia, Charlottesville, VA, USA; Department of Chemistry, Stanford University, Stanford, CA, USA."""
3055,private,"""Division for Development of Peptide Therapeutics, TherapiaGene Corp, 341 Pojung-ri, Koosung-Myon, Yongin City, Kyonggi-do 449-910, South Korea."""
3056,university,"""The Jenner Institute, Nuffield Department of Medicine, University of Oxford, Oxford, United Kingdom."""
3057,institute,"""Division of Biochemistry, The Netherlands Cancer Institute Protein Facility, 1066 CX Amsterdam, the Netherlands; and."""
3058,institute,"""Queensland Institute of Medical Research and Australian Centre for Vaccine Development, 300 Herston Road, Herston 4029, Brisbane, Australia."""
3059,hospital,"""Department of Oncology, Ludwig Institute for Cancer Research, University of Lausanne, Lausanne, Switzerland; Department of Oncology, Ludwig Institute for Cancer Research, University Hospital of Lausanne, Lausanne, Switzerland. Electronic address: Michal.Bassani@chuv.ch."""
3060,university,"""Department of Oncology and Pathology, Johns Hopkins University School of Medicine, 720 Rutland Avenue, Ross 364, Baltimore, MD 21205, USA. tgreten@welchlink.jhu.edu"""
3061,university,"""Universit\xc3\xa4t Basel, Basel, Switzerland."""
3062,university,"""Department of Molecular and Experimental Medicine, The Scripps Research Institute, La Jolla, California 92037, USA."""
3063,university,"""\xc2\xa7Biomolecular Mass Spectrometry and Proteomics, Bijvoet Center for Biomolecular Research and Utrecht Institute for Pharmaceutical Sciences, Science Faculty, Utrecht University, Padualaan 8, 3584 CH Utrecht, the Netherlands."""
3064,university,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa (Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma), Madrid, Spain. Electronic address: aldecastro@cbm.csic.es."""
3065,institute,"""Microbiology and Tumor Biology Center, Karolinska Institute, Stockholm, Sweden."""
3066,university,"""Botnar Research Centre, Nuffield, Department of Orthopaedics Rheumatology and Musculoskeletal Science, Nuffield Orthopaedic Centre, University of Oxford, Windmill Road, Headington, Oxford OX3 7LD, United Kingdom."""
3067,private,"""Weill Cornell Medicine, New York, New York, United States of America."""
3068,university,"""Medical Research Council Human Immunology Unit, Weatherall Institute of Molecular Medicine, University of Oxford, Oxford, UK."""
3069,university,"""Program in Molecular Medicine, University of Massachusetts Medical School, Worcester, Massachusetts, United States of America."""
3070,university,"""Department of Genetics, Institut Curie, Paris, France."""
3071,institute,"""Faculty of Biology, Technion-Israel Institute of Technology, Haifa, Israel. Electronic address: admon@technion.ac.il."""
3072,institute,"""Molecular Immunology Group, Institute of Molecular Medicine, Oxford, United Kingdom. pkrausa@forensica.com"""
3073,university,"""Department of Biochemistry and Chemistry, La Trobe Institute for Molecular Science La Trobe University Bundoora VIC Australia."""
3074,university,"""W.M. Keck Laboratory for Structural Biology, University of Maryland Institute for Bioscience and Biotechnology Research, Rockville, Maryland, USA; Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, Maryland, USA."""
3075,private,"""Agency for Science, Technology and Research, Singapore Immunology Network, Singapore. evan_newell@immunol.a-star.edu.sg"""
3076,hospital,"""1] Queensland Lung Transplant Service The Prince Charles Hospital, Brisbane 4032 QLD Australia [2] School of Medicine, The University of Queensland Herston 4006 QLD Australia."""
3077,university,"""Department of Pathology &amp; Laboratory Medicine, B.C. Research Institute for Children&#x27;s and Women&#x27;s Health, Vancouver, British Columbia, Canada."""
3078,university,"""N\xc3\xbacleo de Biotecnolog\xc3\xada Curauma, Pontificia Universidad Cat\xc3\xb3lica de Valpara\xc3\xadso, Avenida Universidad 330, Curauma, Valpara\xc3\xadso, Chile."""
3079,university,"""Monash Proteomics and Metabolomics Facility, Monash Biomedicine Discovery Institute, Monash University, Clayton, Victoria 3800, Australia."""
3080,private,"""CIMT/CIP - Association for Cancer Immunotherapy, working group Cancer Immunoguiding Program, Mainz, Germany."""
3081,university,"""Department of Microbiology &amp; Immunology, University of Melbourne, Parkville, Victoria 3010, Australia."""
3082,university,"""Department of Pathology, Sapporo Medical University School of Medicine, South-1 West-17, Chuo-Ku, Sapporo, Hokkaido, 060-8556, Japan. torigoe@sapmed.ac.jp."""
3083,university,"""Key Laboratory of Biomedical Polymers, Ministry of Education, the Institute for Advanced Studies, College of Chemistry and Molecular Sciences, Wuhan University, Wuhan, China."""
3084,institute,"""Unit\xc3\xa9 d&#x27;immunit\xc3\xa9 cellulaire antivirale, D\xc3\xa9partement d&#x27;immunologie, Institut Pasteur, 28, rue du Dr-Roux, 75724 cedex 15, Paris, France."""
3085,university,"""the Institute of Infection and Immunity, Cardiff University, School of Medicine, Cardiff CF14 4XN, Wales, United Kingdom."""
3086,university,"""10Department of Pediatrics, Columbia University Medical Center, New York, NY 10032 USA."""
3087,university,"""Laboratorio de Parasitolog\xc3\xada Molecular, Pontificia Universidad Javeriana, Carrera 7 No. 43-82, Bogot\xc3\xa1 D.C., Colombia; Grupo de Inmunobiolog\xc3\xada y Biolog\xc3\xada Celular, Pontificia Universidad Javeriana, Carrera 7 No. 43-82, Bogot\xc3\xa1 D.C., Colombia; Instituto de Parasitolog\xc3\xada y Biomedicina L\xc3\xb3pez Neyra, Consejo Superior de Investigaciones Cient\xc3\xadficas (IPBLN-CSIC), Parque Tecnol\xc3\xb3gico de Ciencias de la Salud, Avenida del Conocimiento, s/n.18016, Granada, Spain."""
3088,university,"""Cancer Vaccine Center, Laboratory of Immunobiology, Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts 02115, USA."""
3089,university,"""Department of Biomedical Engineering, Oregon Health &amp; Science University, Portland, OR, United States."""
3090,university,"""Department of Research and Development, Inovio Pharmaceuticals, Blue Bell, Pennsylvania, USA."""
3091,university,"""La Trobe Institute for Molecular Science, Department of Biochemistry and Chemistry, La Trobe University, Bundoora, Australia."""
3092,university,"""Cancer Immunology Program, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, Illinois 60153, USA."""
3093,hospital,"""University Hospital T\xc3\xbcbingen, Department of General, Visceral and Transplant Surgery, T\xc3\xbcbingen, Germany."""
3094,university,"""Department of Hematology, Leiden University Medical Center, Leiden, the Netherlands; m.h.meeuwsen@lumc.nl m.h.m.heemskerk@lumc.nl."""
3095,university,"""Department of Medicine, Imperial College London, London, UK."""
3096,institute,"""QIMR Berghofer Medical Research Institute, Brisbane, Queensland 4029, Australia;"""
3097,institute,"""CSIR- Institute of Microbial Technology, Chandigarh 160034, India."""
3098,university,"""Division of Cancer and Genetics, School of Medicine, Cardiff University, Cardiff, United Kingdom."""
3099,university,"""Centre for Therapeutic Innovation, University of Bath, Bath, BA2 7AY, UK."""
3100,university,"""Department of Oncology, Ludwig Institute for Cancer Research, University of Lausanne, Lausanne, Switzerland; Swiss Institute of Bioinformatics, Lausanne, Switzerland. Electronic address: David.Gfeller@unil.ch."""
3101,university,"""School of Life Sciences, Arizona State University, Tempe, AZ 85287, United States."""
3102,university,"""Center for Precision Genome Editing and Genetic Technologies for Biomedicine, Institute of Translational Medicine, Pirogov Russian National Research Medical University, Moscow, Russian Federation."""
3103,university,"""Department of Molecular and Cellular Biochemistry, University of Kentucky, Lexington, Kentucky, United States of America."""
3104,university,"""Department of Biology and Biotechnology &#x27;C. Darwin&#x27;, University La Sapienza, Rome, 00100 Italy."""
3105,hospital,"""Department of Immunohaematology, University Hospital, Leiden, The Netherlands."""
3106,university,"""1] Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [2] Department of Chemistry, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7."""
3107,private,"""TC Metrix, Epalinge 1066, Switzerland."""
3108,private,"""Laboratory for Protein Functional and Structural Biology, RIKEN Center for Biosystems Dynamics Research, Yokohama, Japan."""
3109,university,"""Department of Medicine, Division of Oncology, Washington University School of Medicine, St. Louis, MO, USA. bcarreno@dom.wustl.edu."""
3110,university,"""Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA. fwhite@mit.edu."""
3111,university,"""National Center for Bioinformatics, Quaid-i-Azam University, Islamabad, Pakistan."""
3112,hospital,"""Department of Clinical Medicine, Aarhus University Hospital, 8200N Aarhus, Denmark."""
3113,institute,"""National Center for Liver Cancer, Shanghai, 200441, China."""
3114,university,"""\xc2\xb6\xc2\xb6Heidelberg University Medical Center, Im Neuenheimer Feld 672, D-69120 Heidelberg, Germany."""
3115,institute,"""Institut de Biologie, Institut National de la Sant\xc3\xa9 et de la Recherche M\xc3\xa9dicale, Unit\xc3\xa9 463, and Facult\xc3\xa9 des Sciences et Techniques de Nantes, Nantes, France. blinard@nantes.inserm.fr"""
3116,hospital,"""Army Tuberculosis Prevention and Control Key Laboratory, Beijng Key Laboratory of New Techniques of Tuberculosis Diagnosis and Treatment, Institute for Tuberculosis Research, The 309th Hospital of Chinese PLA, Beijing 100091, PR China."""
3117,university,"""From the University of Maryland Institute for Bioscience and Biotechnology Research, W. M. Keck Laboratory for Structural Biology, Rockville, Maryland 20850."""
3118,private,"""Guangzhou Center for Disease Control and Prevention, Guangzhou 510000, China."""
3119,university,"""Department of Infectious Diseases, Leiden University Medical Centre, Leiden, The Netherlands."""
3120,university,"""Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, United States."""
3121,institute,"""Technion-Israel Institute of Technology, Haifa, Israel."""
3122,private,"""Epimmune, San Diego, CA, USA."""
3123,private,"""4 German Center for Infection Research (DZIF) , Partner Sites T\xc3\xbcbingen and Munich, Germany ."""
3124,private,"""From the \xe2\x80\xa1Proteomics Unit, Spanish National Biotechnology Centre (CSIC), Darwin 3, 28049, Madrid, Spain; A.J.R.Heck@uu.nl mmarcilla@cnb.csic.es."""
3125,university,"""Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, USA. kcgarcia@stanford.edu."""
3126,hospital,"""Clinical and Experimental Sciences, Faculty of Medicine, University of Southampton, Southampton General Hospital, Tremona Road, Southampton S016 6YD, UK."""
3127,university,"""Department of Biochemistry and Molecular Biology, University of Ferrara, Italy. reali.eva@hsr.it"""
3128,university,"""Centre for Proteomic Research, Biological Sciences and Institute for Life Sciences, University of Southampton, Southampton, United Kingdom."""
3129,private,"""Laboratory for Immunotherapy, RIKEN Center for Integrative Medical Science (IMS), Yokohama, Japan. shin-ichiro.fujii@riken.jp."""
3130,university,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa, (Consejo Superior de Investigaciones Cientificas, Universidad Aut\xc3\xb3noma de Madrid, Facultad de Ciencias, Madrid, Spain."""
3131,university,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Monash Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia."""
3132,university,"""Department of Biologics Development, The University of Texas MD Anderson Cancer Center, Houston, TX 77054."""
3133,university,"""Department of Infection, Cardiff University School of Medicine, Heath Park, Cardiff, UK. milesjj@cardiff.ac.uk"""
3134,university,"""W.M. Keck Laboratory for Structural Biology, University of Maryland Institute for Bioscience and Biotechnology Research, Rockville, MD 20850, USA; Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA."""
3135,university,"""Harper Cancer Research Institute, University of Notre Dame, Notre Dame, IN, USA. brian-baker@nd.edu."""
3136,university,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Melbourne, Victoria, Australia; Australian Research Council Centre of Excellence in Convergent Bio-Nano Science and Technology, University of Melbourne, Melbourne, Victoria, Australia."""
3137,private,"""INSERM U580, H\xc3\xb4pital Necker, 161 rue de S\xc3\xa8vres, 75015 Paris, France. vanendert@necker.fr"""
3138,institute,"""Institute of Biomedical Sciences, Academia Sinica, Taipei, Taiwan."""
3139,university,"""St. Vincent&#x27;s Clinical School, University of New South Wales, Sydney, NSW, Australia."""
3140,private,"""Northwest Biotherapeutics, L.L.C., Pacific Northwest Cancer Foundation, Seattle, Washington 98125, USA. mls@nwbio.org"""
3141,university,"""Biomolecular Mass Spectrometry and Proteomics, Bijvoet Center for Biomolecular Research and Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CH Utrecht, Netherlands."""
3142,university,"""Department of Melanoma, The University of Texas MD Anderson Cancer Center, Houston, Texas."""
3143,private,"""Seqirus, Parkville, Australia."""
3144,private,"""HLA Foundation Laboratory, Kyoto, Japan."""
3145,university,"""From the Department of Microbiology and Immunology, University of Melbourne at the Peter Doherty Institute for Infection and Immunity, Parkville, Victoria 3010, Australia,. Electronic address: kkedz@unimelb.edu.au."""
3146,private,"""DKFZ, Division of Developmental Immunology, 69120 Heidelberg, Germany."""
3147,university,"""Oncode Institute and Department of Cell and Chemical Biology, Leiden University Medical Center, Leiden, Netherlands h.ovaa@lumc.nl."""
3148,university,"""Department of Veterinary Pathobiology, Texas A&amp;M University, Houston, TX, USA."""
3149,university,"""Ludwig Institute for Cancer Research, Department of Fundamental Oncology, University of Lausanne, 1066 Epalinges, Switzerland; david.gfeller@unil.ch."""
3150,university,"""Department of Medicinal Chemistry and Pharmacognosy, College of Pharmacy, University of Illinois, Chicago, IL 60612; and Center for Biomolecular Sciences, College of Pharmacy, University of Illinois, Chicago, IL 60607."""
3151,university,"""Department of Pathology, Erasmus University Medical Center, Rotterdam, Netherlands."""
3152,university,"""State Key Laboratory of Agricultural Microbiology, College of Veterinary Medicine, Huazhong Agricultural University, Wuhan, People&#x27;s Republic of China."""
3153,private,"""\xe2\x80\xa1\xe2\x80\xa1Macromolecular X-ray Crystallography Unit, Spanish National Biotechnology Centre (CSIC), Darwin 3, 28049, Madrid, Spain."""
3154,institute,"""Present address: Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, PR China."""
3155,university,"""Department of Chemistry, University of Virginia, Charlottesville, Virginia."""
3156,hospital,"""Centre Hospitalier de Versailles Andr\xc3\xa9 Mignot, Service de Diab\xc3\xa9tologie, 78150 Le Chesnay, France."""
3157,university,"""Institute of Medical Immunology, Martin Luther University Halle-Wittenberg, Halle, Germany."""
3158,university,"""Center for Virus Research, Division of Infectious Disease, School of Medicine, University of California Irvine, Irvine, CA."""
3159,university,"""Dana-Farber Cancer Institute, Department of Medical Oncology, 44 Binney St, Boston MA 02115, USA. naoto_hirano@dfci.harvard.edu"""
3160,university,"""Laboratory of Translational Immunology, Department of Immunology, University Medical Center Utrecht, Utrecht, the Netherlands; Department of Internal Medicine and Infectious Diseases, University Medical Center Utrecht, Utrecht, the Netherlands; Centre for Immunology of Infectious Diseases and Vaccines, National Institute for Public Health and the Environment, Bilthoven, The Netherlands."""
3161,private,"""Biotechnology Research Laboratories, Takara Shuzo Co., Ltd., Otsu, Shiga, Japan. nukayai@takara.co.jp"""
3162,hospital,"""Departments of Medicine and Neurology, Royal Melbourne Hospital, University of Melbourne, Parkville, VIC, Australia."""
3163,institute,"""IdiSNA, Instituto de Investigaci\xc3\xb3n Sanitaria de Navarra, Pamplona, Spain."""
3164,university,"""the Cardiff University School of Dentistry, Heath Park, Cardiff CF14 4XY, United Kingdom."""
3165,university,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa (Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma de Madrid), Universidad Aut\xc3\xb3noma, 28049 Madrid, Spain."""
3166,university,"""Applied Bioinformatics, Center for Bioinformatics and Department of Computer Science, University of T\xc3\xbcbingen, 72074 T\xc3\xbcbingen, Germany."""
3167,private,"""Centre for Innovative and Collaborative Health Systems Research Quality and System Performance , IWK Health Centre , Halifax , Nova Scotia B3K 6R8 , Canada."""
3168,university,"""Institute for Hygiene and Applied Immunology, Center for Pathophysiology, Infectiology and Immunology, Medical University of Vienna, Vienna, Austria."""
3169,private,"""Istituto Giannina Gaslini, 16147 Genova, Italy."""
3170,university,"""Winship Cancer Institute of Emory University, Atlanta, GA, USA. rahmed@emory.edu."""
3171,university,"""Sydney Medical School, University of Sydney, Sydney, NSW, Australia."""
3172,university,"""Department of Microbiology and Immunology, School of Basic Medical Sciences, Wenzhou Medical University, Chashan, Wenzhou 325000, China."""
3173,institute,"""Division of Vaccine Discovery, La Jolla Institute for Allergy and Immunology, La Jolla, California, United States of America."""
3174,institute,"""Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA."""
3175,institute,"""Laboratory of Protein Engineering and Vaccine, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, China."""
3176,university,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Parkville, Australia."""
3177,institute,"""Faculty of Biology, Technion - Israel Institute of Technology, Haifa, Israel."""
3178,university,"""School of Public Health and Preventive Medicine, Monash University, Melbourne, Victoria, Australia."""
3179,university,"""Department of Medicine, Divisions of Dermatology, University of Washington, Seattle, Washington, USA."""
3180,private,"""EpiVax, Inc., Providence, RI, USA."""
3181,university,"""Institute for Immunology, University Medical Center of the Johannes Gutenberg University Mainz, Mainz, Germany."""
3182,university,"""Department of Pathobiology and Diagnostic Investigation, Michigan State University, East Lansing, MI, USA."""
3183,institute,"""Leibniz-Institut f\xc3\xbcr Molekulare Pharmakologie, Robert-R\xc3\xb6ssle-Strasse 10, 13125 Berlin, Germany."""
3184,university,"""School of Chemistry, Cardiff University, Cardiff, UK."""
3185,institute,"""Parker Institute for Cancer Immunotherapy, New York, NY, USA. klebanoc@mskcc.org."""
3186,institute,"""Centre for Immunology of Infectious Diseases and Vaccines, National Institute for Public Health and the Environment, Bilthoven, The Netherlands."""
3187,private,"""Present address: Immatics Biotechnologies GmbH, Paul-Ehrlich-Str. 15, D-72076, T\xc3\xbcbingen, Germany."""
3188,university,"""Department of Immunohematology and Bloodbank, Leiden University Medical Center LUMC, Leiden, Netherlands."""
3189,institute,"""National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing 102206, China; and."""
3190,institute,"""Cellular Immunology Laboratory, Queensland Institute of Medical Research, Brisbane, Australia."""
3191,university,"""Department of Biomedical Informatics, Clinical Pathology and Immunology, Kobe University Graduate School of Medicine, 7-5-1 Kusunoki-cho, Chuo-Ku, Kobe 650-0017, Japan."""
3192,university,"""Department of Medicine, Weill Cornell Medical College, New York, NY, USA."""
3193,university,"""National Key Laboratory of Medical Immunology &amp; Institute of Immunology, Second Military Medical University, Shanghai, China. lqy1969@yahoo.com.cn"""
3194,institute,"""Institut de Biologie Structurale Jean-Pierre Ebel, CEA, CNRS, UJF, PSB, Grenoble, France."""
3195,university,"""Monash University, Clayton, Victoria, Australia."""
3196,private,"""IRCCS Ospedale Pediatrico Bambino Ges\xc3\xb9, 00146 Rome, Italy."""
3197,university,"""Department of Obstetrics and Gynecology, Kurume University School of Medicine, Kurume, Japan."""
3198,university,"""Albert Einstein College of Medicine, Department of Microbiology and Immunology, 1300 Morris Park Ave., Bronx, NY 10461, USA."""
3199,university,"""School of Cellular and Molecular Medicine, Biomedical Sciences Building, University of Bristol, Bristol BS8 1TD, UK."""
3200,institute,"""Division of Vaccine Discovery, La Jolla Institute for Allergy and Immunology, La Jolla, CA 92037, USA"""
3201,university,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA. vogelbe@jhmi.edu gabelli@jhmi.edu sbzhou@jhmi.edu."""
3202,institute,"""Ludwig Institute for Cancer Research, UCL 7459, Brussels, Belgium."""
3203,institute,"""Vaccine Branch, Center for Cancer Research, National Cancer Institute, NIH, Bethesda, Maryland 20892-1578, USA."""
3204,university,"""School of Anatomy, Physiology and Human Biology, University of Western Australia, Perth, Australia; Institute of Immunology and Infectious Disease, Murdoch University, Perth, Western Australia, Australia."""
3205,university,"""Laboratory of Epigenetics and Immunity, Department of Pathology and Laboratory Medicine, Weill Cornell Medicine, New York, NY."""
3206,institute,"""Howard Hughes Medical Institute, Johns Hopkins Kimmel Cancer Center, Baltimore, Maryland."""
3207,hospital,"""Inserm, U986, DeAR Lab Avenir, Saint Vincent de Paul Hospital, 82 avenue Denfert Rochereau, 75674 Paris Cedex 14, France."""
3208,institute,"""National Centre for Scientific Research Demokritos, Agia Paraskevi 15341, Greece."""
3209,university,"""Department of Microbiology and Immunology, University of Melbourne, Parkville, Victoria, Australia."""
3210,university,"""Cancer Vaccine Center and Broad Institute of the Massachusetts Institute of Technology and Harvard University, Cambridge, MA;"""
3211,institute,"""Intravacc (Institute for Translational Vaccinology), 3721 MA Bilthoven, The Netherlands."""
3212,institute,"""Howard Hughes Medical Institute, Chevy Chase, MD, USA."""
3213,university,"""Department of Surgery, Medical Institute of Bioregulation, Kyushu University, Beppu, Japan."""
3214,university,"""Universit\xc3\xa9 de Grenoble Alpes, Institut de Biologie Structurale, F-38044 Grenoble, France; Commissariat \xc3\xa0 l&#x27;\xc3\xa9nergie atomique et aux \xc3\xa9nergies alternatives, Direction des sciences du vivant, Institut de Biologie Structurale, F-38044 Grenoble, France; Centre national de la recherche scientifique, Institut de Biologie Structurale, F-38044 Grenoble, France;"""
3215,institute,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA 02139, USA; Koch Institute for Integrative Cancer Research at MIT, Cambridge, MA 02142, USA."""
3216,institute,"""Max Planck Institute for Developmental Biology, T\xc3\xbcbingen, Germany."""
3217,university,"""Sorbonne Universit\xc3\xa9, Inserm, CNRS, Centre d&#x27;Immunologie et des Maladies Infectieuses (CIMI-Paris), Paris, France."""
3218,private,"""Division of BioTherapeutics, Leiden Academic Centre for Drug Research, Leiden, The Netherlands."""
3219,university,"""School of Health Sciences and School of Medicine, University of Tasmania, Launceston, TAS, Australia."""
3220,institute,"""Division of Immunology, Netherlands Cancer Institute, Amsterdam, Netherlands."""
3221,university,"""Pharmacology Department, Weill Cornell Medicine, New York, NY."""
3222,university,"""Instituto de Inmunolog\xc3\xada del Valle, Universidad del Valle, Cali, Colombia."""
3223,university,"""Immunology and Immunotherapy, Kurume University School of Medicine, Kurume, Fukuoka, Japan."""
3224,private,"""Division of Emerging Transfusion Transmitted Diseases, Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, USA."""
3225,university,"""Department of Biochemistry and Molecular Biology, Monash Biomedicine Discovery Institute, Monash University, Clayton, VIC, Australia."""
3226,university,"""Landsteiner Laboratory Amsterdam UMC location University of Amsterdam Amsterdam The Netherlands."""
3227,private,"""Ludwig Center, Johns Hopkins Kimmel Cancer Center, Baltimore, Maryland."""
3228,university,"""Division of Immunology, Rajendra Memorial Research Institute of Medical Sciences, Patna, 800007, India; Department of Biotechnology, National Institutes of Pharmaceutical Education and Research, Hajipur, 844102, India."""
3229,university,"""Department of Microbiology &amp; Immunology, Yong Loo Lin School of Medicine, National University of Singapore, 5 Science Drive 2, Singapore, 119260, Singapore. ren_ee_chee@immunol.a-star.edu.sg."""
3230,institute,"""Laboratory of Vaccine Research, National Institute of Public Health and the Environment, Bilthoven, The Netherlands."""
3231,university,"""From the Division of Infection and Immunity and Systems Immunity Research Institute, Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN, United Kingdom, coledk@cf.ac.uk."""
3232,private,"""Sanquin Blood Supply, Amsterdam, The Netherlands."""
3233,university,"""Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA 19104; bcarreno@upenn.edu."""
3234,university,"""Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas 75235-8886, USA."""
3235,university,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia. julian.vivian@monash.edu."""
3236,university,"""Center for AIDS Research, Kumamoto University, Kumamoto, and Japan International Research Center for Medical Sciences (IRCMS), Kumamoto University, Kumamoto, Japan."""
3237,institute,"""Kuzell Institute for Arthritis and Infectious Diseases, California Pacific Medical Center Research Institute, San Francisco 94115, USA. nahid@cooper.cpmc.org"""
3238,university,"""Biostructural Research, Department of Medicinal Chemistry, The Danish University of Pharmaceutical Sciences, Universitetsparken 2, DK-2100 Copenhagen, Denmark."""
3239,university,"""Department of Immunology and Pathology, Monash University, Melbourne, VIC, Australia."""
3240,hospital,"""Department of Endocrinology and Metabolism, The Third People&#x27;s Hospital of Linyi, Linyi 276023, China. Electronic address: shufali@163.com."""
3241,hospital,"""Department of Gastroenterology, Wenzhou People&#x27;s Hospital, Wenzhou 325000, Zhejiang Province, P.R. China."""
3242,university,"""Instituto de Investigaciones Biotecnol\xc3\xb3gicas, Universidad Nacional de San Mart\xc3\xadn, CP1650 San Mart\xc3\xadn, Argentina."""
3243,hospital,"""Medical Research Council Human Immunology Unit, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital, Headington, Oxford, United Kingdom. ggilesp@hammer.imm.ox.ac.uk"""
3244,university,"""Department of Chemistry and Biochemistry and the Harper Cancer Research Institute, University of Notre Dame, Notre Dame, Indiana 46556, USA."""
3245,institute,"""La Jolla Institute for Allergy and Immunology, La Jolla, CA;"""
3246,hospital,"""Center for Neurologic Diseases, Brigham and Women&#x27;s Hospital, Harvard Medical School, Boston, MA 02115, USA."""
3247,university,"""Center for AIDS Research, Kumamoto University, Kumamoto 860-0811, Japan; International Research Center of Medical Sciences (IRCMS), Kumamoto University, Kumamoto 860-0811, Japan; Nuffield Department of Medicine, University of Oxford, Oxford OX3 9DS, UK. Electronic address: masafumi@kumamoto-u.ac.jp."""
3248,university,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Parkville, VIC, Australia."""
3249,university,"""Immunology Unit and Institut de Biotecnonologia i Biomedicina Vicent Villar Palas\xc3\xad, Universitat Aut\xc3\xb2noma de Barcelona, Barcelona, Spain."""
3250,university,"""Oncode Institute and Department of Cell and Chemical Biology, Leiden University Medical Center, Leiden, Netherlands j.j.c.neefjes@lumc.nl."""
3251,university,"""Department of Medicine, Weill Cornell Medical College, New York, NY, USA. scheinbd@mskcc.org."""
3252,private,"""German Cancer Consortium, Partner Site T\xc3\xbcbingen, T\xc3\xbcbingen, Germany."""
3253,university,"""Department of Renal and Genitourinary Surgery, Hokkaido University Graduate School of Medicine, Sapporo, Hokkaido, 060-8648, Japan."""
3254,private,"""Epimmune, 5820 Nancy Ridge Drive, San Diego, CA 92121, USA."""
3255,hospital,"""\xc2\xb6Hospital Universitario Central de Asturias, 33011 Oviedo, Asturias, Spain."""
