,pmid,aff,year,country,institution_type
3009,34506741,"""Hefei National Laboratory for Physical Sciences at Microscale, CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China.""",2021,China,university
3010,34371177,"""Center for Proteomics and Metabolomics, Leiden University Medical Center, Leiden 2333ZA, the Netherlands.""",2022,Netherlands,university
3011,34371177,"""Department of Hematology, Leiden University Medical Center, Leiden 2333ZA, the Netherlands. Electronic address: m.h.meeuwsen@lumc.nl.""",2022,Netherlands,university
3012,34371177,"""Department of Hematology, Leiden University Medical Center, Leiden 2333ZA, the Netherlands; Department of Immunology, Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center, New York, NY 10065, USA.""",2022,United States,university
3013,34371177,"""Department of Hematology, Leiden University Medical Center, Leiden 2333ZA, the Netherlands.""",2022,Netherlands,university
3014,34371177,"""Department of Hematology, Leiden University Medical Center, Leiden 2333ZA, the Netherlands. Electronic address: m.h.m.heemskerk@lumc.nl.""",2022,Netherlands,university
3015,34471285,"""Department of Urology, Emory University School of Medicine, Atlanta, GA, USA.""",2021,United States,university
3016,34471285,"""Basic Science Program, Frederick National Laboratory for Cancer Research in the Laboratory of Integrative Cancer Immunology, National Cancer Institute, Bethesda, MD, USA.""",2021,United States,institute
3017,34471285,"""Robert H. Lurie Comprehensive Cancer Center, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.""",2021,United States,university
3018,34471285,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA. andreas.wieland@emory.edu.""",2021,United States,university
3019,34471285,"""Division of Vaccine Discovery, La Jolla Institute for Immunology, La Jolla, CA, USA.""",2021,United States,institute
3020,34471285,"""Winship Cancer Institute of Emory University, Atlanta, GA, USA.""",2021,United States,university
3021,34471285,"""Division of General Pediatrics, Department of Pediatrics, Gynecology &amp; Obstetrics, Faculty of Medicine, University of Geneva, Geneva, Switzerland.""",2021,Switzerland,university
3022,34471285,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA. rahmed@emory.edu.""",2021,United States,university
3023,34471285,"""Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, GA, USA.""",2021,United States,university
3024,34471285,"""Department of Otolaryngology, Emory University School of Medicine, Atlanta, GA, USA.""",2021,United States,university
3025,34471285,"""Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, GA, USA. andreas.wieland@emory.edu.""",2021,United States,university
3026,34471285,"""Department of Medicine, University of California, San Diego, La Jolla, CA, USA.""",2021,United States,university
3027,34471285,"""Winship Cancer Institute of Emory University, Atlanta, GA, USA. rahmed@emory.edu.""",2021,United States,university
3028,34471285,"""Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, GA, USA. rahmed@emory.edu.""",2021,United States,university
3029,34471285,"""Centre for Vaccinology, University Hospitals Geneva, Geneva, Switzerland.""",2021,Switzerland,hospital
3030,34471285,"""Ragon Institute of MGH, MIT and Harvard, Boston, MA, USA.""",2021,United States,institute
3031,34471285,"""Department of Immunology, Sungkyunkwan University School of Medicine, Suwon, South Korea.""",2021,South Korea,university
3032,34471285,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA.""",2021,United States,university
3033,34471285,"""Department of Pathology, Emory University School of Medicine, Atlanta, GA, USA.""",2021,United States,university
3034,34471285,"""Department of Hematology and Medical Oncology, Emory University School of Medicine, Atlanta, GA, USA.""",2021,United States,university
3035,34172517,"""ImmunityBio, Inc, Culver City, California, USA patricia.spilman@immunitybio.com.""",2021,United States,private
3036,34172517,"""Department of Gynecology and Obstetrics, Friedrich Alexander University Erlangen-Nuremberg, Erlangen, Germany.""",2021,Germany,university
3037,34172517,"""Department of Internal Medicine 5, Hematology/Oncology, Friedrich-Alexander University Erlangen-Nuremberg, Erlangen, Germany.""",2021,Germany,university
3038,34172517,"""Genitourinary Malignancies Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland, USA.""",2021,United States,institute
3039,34172517,"""Department of Hematology, Leiden University Medical Center, Leiden, The Netherlands.""",2021,Netherlands,university
3040,34172517,"""Laboratory of Tumor Immunology and Biology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland, USA.""",2021,United States,institute
3041,34172517,"""NantHealth, Inc, Santa Cruz, California, USA.""",2021,United States,private
3042,34172517,"""ImmunityBio, Inc, Culver City, California, USA.""",2021,United States,private
3043,34489470,"""Bloomberg~Kimmel Institute for Cancer Immunotherapy, Sidney Kimmel Comprehensive Cancer Center, Baltimore, MD, USA.""",2021,United States,institute
3044,34489470,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",2021,United States,university
3045,34489470,"""Bloomberg~Kimmel Institute for Cancer Immunotherapy, Sidney Kimmel Comprehensive Cancer Center, Baltimore, MD, USA. sbzhou@jhmi.edu.""",2021,United States,institute
3046,34489470,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. sbzhou@jhmi.edu.""",2021,United States,university
3047,34489470,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",2021,United States,university
3048,34489470,"""Sol Goldman Pancreatic Cancer Research Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",2021,United States,university
3049,34489470,"""Lustgarten Laboratory for Pancreatic Cancer Research, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",2021,United States,university
3050,34489470,"""Howard Hughes Medical Institute, Chevy Chase, MD, USA.""",2021,United States,institute
3051,34489470,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",2021,United States,university
3052,34489470,"""Sol Goldman Pancreatic Cancer Research Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",2021,United States,university
3053,34489470,"""Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA.""",2021,United States,university
3054,34489470,"""Bloomberg~Kimmel Institute for Cancer Immunotherapy, Sidney Kimmel Comprehensive Cancer Center, Baltimore, MD, USA. vogelbe@jhmi.edu.""",2021,United States,institute
3055,34489470,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. sbzhou@jhmi.edu.""",2021,United States,university
3056,34489470,"""Howard Hughes Medical Institute, Chevy Chase, MD, USA. vogelbe@jhmi.edu.""",2021,United States,institute
3057,34489470,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",2021,United States,university
3058,34489470,"""Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. gabelli@jhmi.edu.""",2021,United States,university
3059,34489470,"""Department of Biophysics and Biophysical Chemistry, Johns Hopkins University School of Medicine, Baltimore, MD, USA. gabelli@jhmi.edu.""",2021,United States,university
3060,34489470,"""Lustgarten Laboratory for Pancreatic Cancer Research, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",2021,United States,university
3061,34489470,"""Genentech, Inc., South San Francisco, CA, USA.""",2021,United States,private
3062,34489470,"""Department of Biophysics and Biophysical Chemistry, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",2021,United States,university
3063,34489470,"""Lustgarten Laboratory for Pancreatic Cancer Research, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. sbzhou@jhmi.edu.""",2021,United States,university
3064,34489470,"""Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu.""",2021,United States,university
3065,34489470,"""Lilly Biotechnology Center, Eli Lilly and Co, San Diego, CA, USA.""",2021,United States,private
3066,34489470,"""Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA. gabelli@jhmi.edu.""",2021,United States,university
3067,34489470,"""Department of Neurosurgery, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",2021,United States,university
3068,34489470,"""Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",2021,United States,university
3069,34489470,"""Walter and Eliza Hall Institute of Medical Research, Parkville, VIC, Australia.""",2021,Australia,institute
3070,34489470,"""Cytiva, Marlborough, MA, USA.""",2021,United States,private
3071,34489470,"""Division of Rheumatology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA.""",2021,United States,university
3072,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Harvard Program in Biological and Biomedical Sciences, Harvard Medical School, Boston, MA 02115, USA.""",2021,United States,university
3073,34171305,"""Department of Molecular Genetics, Weizmann Institute of Science, Rehovot 76100, Israel.""",2021,Israel,university
3074,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA.""",2021,United States,institute
3075,34171305,"""Department of Hematology and Medical Oncology, Icahn School of Medicine at Mount Sinai Hospital, New York, NY, USA.""",2021,United States,hospital
3076,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA. Electronic address: shirawg@broadinstitute.org.""",2021,United States,university
3077,34171305,"""Center for Infectious Disease and Vaccine Research, La Jolla Institute for Immunology (LJI), La Jolla, CA 92037, USA.""",2021,United States,institute
3078,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA. Electronic address: sklaeger@broadinstitute.org.""",2021,United States,institute
3079,34171305,"""Center for Infectious Disease and Vaccine Research, La Jolla Institute for Immunology (LJI), La Jolla, CA 92037, USA; Department of Medicine, Division of Infectious Diseases and Global Public Health, University of California, San Diego (UCSD), La Jolla, CA 92037, USA.""",2021,United States,university
3080,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Department of Medicine, Massachusetts General Hospital, Boston, MA 02114, USA; Center for Cancer Research, Massachusetts General Hospital, Boston, MA, USA.""",2021,United States,hospital
3081,34171305,"""Translational Immunogenomics Laboratory, Dana-Farber Cancer Institute, Boston, MA, USA.""",2021,United States,institute
3082,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA; Massachusetts Consortium on Pathogen Readiness, Boston, MA, USA; Department of Immunology and Infectious Disease, Harvard T.H. Chan School of Public Health, Boston, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD 20815, USA.""",2021,United States,university
3083,34171305,"""Department of Biochemistry, Boston University School of Medicine, Boston, MA, USA; National Emerging Infectious Diseases Laboratories, Boston University, Boston, MA, USA.""",2021,United States,university
3084,34171305,"""Department of Biochemistry, Boston University School of Medicine, Boston, MA, USA; National Emerging Infectious Diseases Laboratories, Boston University, Boston, MA, USA. Electronic address: msaeed1@bu.edu.""",2021,United States,university
3085,34171305,"""Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center, Boston, MA, USA.""",2021,United States,private
3086,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Translational Immunogenomics Laboratory, Dana-Farber Cancer Institute, Boston, MA, USA; Health Informatics Lab, Metropolitan College, Boston University, Boston, MA, USA; Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.""",2021,United States,university
3087,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA.""",2021,United States,university
3088,34171305,"""Cellular Immunotherapy Program and Cancer Center, Massachusetts General Hospital, Charlestown, MA 02129, USA; Harvard Medical School, Boston, MA 02115, USA.""",2021,United States,hospital
3089,34171305,"""Repertoire Immune Medicines, Cambridge, MA 02139, USA.""",2021,United States,private
3090,34171305,"""Cellular Immunotherapy Program and Cancer Center, Massachusetts General Hospital, Charlestown, MA 02129, USA.""",2021,United States,hospital
3091,34171305,"""Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.""",2021,United States,university
3092,34171305,"""Massachusetts General Hospital, Harvard Medical School, Boston, MA 02115, USA.""",2021,United States,hospital
3093,34171305,"""Cellular Immunotherapy Program and Cancer Center, Massachusetts General Hospital, Charlestown, MA 02129, USA; Harvard Medical School, Boston, MA 02115, USA; Klarman Cell Observatory, Broad Institute of MIT and Harvard, Cambridge, MA 02139, USA; Department of Medicine, Massachusetts General Hospital, Boston, MA 02114, USA.""",2021,United States,hospital
3094,34171305,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA, USA; Basic Science Program, Frederick National Laboratory for Cancer Research in the Laboratory of Integrative Cancer Immunology, National Cancer Institute, Bethesda, MD, USA.""",2021,United States,institute
3095,34171305,"""Harvard Medical School, Boston, MA 02115, USA; Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center, Boston, MA, USA; Ragon Institute of MGH, MIT and Harvard, Cambridge, MA, USA; Massachusetts Consortium on Pathogen Readiness, Boston, MA, USA.""",2021,United States,university
3096,34526989,"""Department of Pharmaceutical Analysis, College of Pharmacy, Army Medical University (Third Military Medical University), Chongqing, China.""",2021,China,university
3097,34526989,"""Department of Pathology, Southwest Hospital, Army Medical University (Third Military Medical University), Chongqing, China.""",2021,China,hospital
3098,34526989,"""Department of Immunology, Weifang Medical University, Weifang, China.""",2021,China,university
3099,34526989,"""Department of Pharmaceutical Engineering, School of Pharmacy and Bioengineering, Chongqing University of Technology, Chongqing, China.""",2021,China,university
3100,34526989,"""Institute of Immunology People&#x27;s Libration Army (PLA) &amp; Department of Immunology, Army Medical University (Third Military Medical University), Chongqing, China.""",2021,China,university
3101,33633747,"""Laboratory of Immunology, Office of Biotechnology Products, Center for Drugs Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States.""",2021,United States,private
3102,33633747,"""Molecular Biology Section, Laboratory of Immune System Biology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD, United States.""",2021,United States,institute
3103,33633747,"""Department of Microbiology and Immunology, School of Medicine, University of Oklahoma Health Sciences Center, Oklahoma City, OK, United States.""",2021,United States,university
3104,33633747,"""Facility for Biotechnology Resources, Center for Biologics Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States.""",2021,United States,private
3105,33633747,"""Laboratory of Biological Chemistry, Office of Biotechnology Products, Center for Drugs Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States.""",2021,United States,private
3106,33633747,"""Division of Applied Regulatory Science, Office of Translational Science, Center for Drugs Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States.""",2021,United States,private
3107,31324691,"""Department of Immunology, Institute for Cell Biology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany. andreas.moritz@student.uni-tuebingen.de maurer@immatics.com.""",2019,Germany,university
3108,31324691,"""Immatics Biotechnologies GmbH, T\xc3\xbcbingen, Germany.""",2019,Germany,private
3109,31324691,"""European Molecular Biology Laboratory (EMBL), Hamburg Outstation, Notkestrasse 85, D-22607 Hamburg, Germany.""",2019,Germany,institute
3110,31324691,"""Immatics Biotechnologies GmbH, T\xc3\xbcbingen, Germany. andreas.moritz@student.uni-tuebingen.de maurer@immatics.com.""",2019,Germany,private
3111,31324691,"""Department of Immunology, Institute for Cell Biology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",2019,Germany,university
3112,31324691,"""Department of Life Sciences and Chemistry, Jacobs University, Bremen, Germany.""",2019,Germany,university
3113,34627082,"""Targeted Tumor Vaccines Group, Clinical Cooperation Unit Applied Tumor Immunity, German Cancer Research Center (DKFZ), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany. Electronic address: a.cid@dkfz-heidelberg.de.""",2021,Germany,institute
3114,34627082,"""Targeted Tumor Vaccines Group, Clinical Cooperation Unit Applied Tumor Immunity, German Cancer Research Center (DKFZ), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany.""",2021,Germany,institute
3115,34561969,"""Department of Health Sciences and Technology, GAIHST, Gachon University, Incheon, Republic of Korea.""",2022,South Korea,university
3116,34561969,"""Immunitrack, Copenhagen, Denmark.""",2022,Denmark,private
3117,34561969,"""Department of Genome Medicine and Science, College of Medicine, Gachon University, Incheon, Republic of Korea.""",2022,South Korea,university
3118,34561969,"""New Drug Development Center, Osong Medical Innovation Foundation, Cheongju-si, Republic of Korea.""",2022,South Korea,private
3119,34561969,"""Department of Pharmaceutical Engineering, Sangji University, Wonju, Republic of Korea.""",2022,South Korea,university
3120,34561969,"""National Center for Bioinformatics, Quaid-i-Azam University, Islamabad, Pakistan.""",2022,Pakistan,university
3121,34561969,"""School of Biopharmaceutical and Medical Sciences, Sungshin Women&#x27;s University, Seoul, Republic of Korea.""",2022,South Korea,university
3122,33592498,"""Department of General Surgery, Molecular Oncology and Immunotherapy, University Medical Center Rostock, Rostock, Germany.""",2021,Germany,university
3123,33592498,"""Ludwig Cancer Research Center, University of Lausanne, Lausanne, Switzerland; Department of Oncology, Centre Hospitalier Universitaire Vaudois (CHUV), Lausanne, Switzerland. Electronic address: Michal.bassani@chuv.ch.""",2021,Switzerland,hospital
3124,33592498,"""SIB Swiss Institute of Bioinformatics, Lausanne, Switzerland.""",2021,Switzerland,institute
3125,33592498,"""Laboratories of General Pathology and Immunology &quot;Giovanna Tosi&quot;, Department of Medicine and Surgery, School of Medicine, University of Insubria, Varese, Italy.""",2021,Italy,university
3126,33592498,"""Ludwig Cancer Research Center, University of Lausanne, Lausanne, Switzerland; Department of Oncology, Centre Hospitalier Universitaire Vaudois (CHUV), Lausanne, Switzerland.""",2021,Switzerland,hospital
3127,9568678,"""Northwest Biotherapeutics, L.L.C., Pacific Northwest Cancer Foundation, Seattle, Washington 98125, USA. mls@nwbio.org""",1998,United States,private
3128,34638844,"""Proteomics Unit, Spanish National Biotechnology Center (CNB-CSIC), 28049 Madrid, Spain.""",2021,Spain,private
3129,34638844,"""Centro Nacional de Microbiolog\xc3\xada, Instituto de Salud Carlos III, 28220 Majadahonda, Spain.""",2021,Spain,institute
3130,9743387,"""Laboratory of Tumor Immunology and Biology, Division of Basic Science, National Cancer Institute, Bethesda, MD 20892, USA.""",1998,United States,institute
3131,9051144,"""Department of Medicine, Loyola University Medical Center, Maywood, Illinois 60153, USA.""",1997,United States,university
3132,32938616,"""Department of Biochemistry and Molecular Biology and Infection and Immunity Program, Monash Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia.""",2020,Australia,university
3133,32938616,"""Monash Proteomics &amp; Metabolomics Facility, Monash Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia.""",2020,Australia,university
3134,32938616,"""Department of Pathology, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia.""",2020,Australia,university
3135,32938616,"""School of Cancer Medicine, La Trobe University, Bundoora, Victoria, Australia.""",2020,Australia,university
3136,32938616,"""Cancer Immunobiology, Olivia Newton-John Cancer Research Institute, Austin Hospital, Heidelberg, Victoria, Australia.""",2020,Australia,hospital
3137,32938616,"""Division of Cancer Research, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia.""",2020,Australia,private
3138,32938616,"""Department of Biochemistry and Genetics, La Trobe Institute for Molecular Science, La Trobe University, Melbourne, Victoria, Australia.""",2020,Australia,university
3139,32938616,"""Cancer Immunobiology, Olivia Newton-John Cancer Research Institute, Austin Hospital, Heidelberg, Victoria, Australia. anthony.purcell@monash.edu Andreas.behren@onjcri.org.au ralf.schittenhelm@monash.edu.""",2020,Australia,hospital
3140,32938616,"""Department of Biochemistry and Molecular Biology and Infection and Immunity Program, Monash Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia. anthony.purcell@monash.edu Andreas.behren@onjcri.org.au ralf.schittenhelm@monash.edu.""",2020,Australia,university
3141,9048833,"""Laboratory of Tumor Immunology and Biology, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892-1750, USA.""",1997,United States,institute
3142,9457311,"""Urology Section, U.S. Department of Veterans Affairs Maryland Health Care System, Baltimore, Maryland, USA.""",1998,United States,university
3143,34518289,"""Core Facility Experimental Pathology, School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3144,34518289,"""Department of Medicine II, Klinikum rechts der Isar, TUM School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3145,34518289,"""TUM School of Life Sciences and Center for Integrated Protein Science Munich, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3146,34518289,"""MRI-TUM-Biobank at the Institute of Pathology, School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3147,34518289,"""Institute of Molecular Oncology and Functional Genomics, TUM School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3148,34518289,"""Institute of Pathology, School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3149,34518289,"""Klinik und Poliklinik f\xc3\xbcr Innere Medizin III, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3150,34518289,"""Klinik und Poliklinik f\xc3\xbcr Innere Medizin III, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany angela.krackhardt@tum.de.""",2021,Germany,university
3151,34518289,"""Institute for Medical Microbiology Immunology and Hygiene, Technische Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3152,34518289,"""German Cancer Consortium (DKTK), partner-site Munich, and German Cancer Research Center (DKFZ) Heidelberg, Heidelberg, Germany.""",2021,Germany,institute
3153,34518289,"""Center for Translational Cancer Research (TranslaTUM), TUM School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",2021,Germany,university
3154,34518289,"""Laboratory of Protein Biochemistry, Institute for Chemistry and Biochemistry, Freie Universit\xc3\xa4t Berlin, Berlin, Germany.""",2021,Germany,university
3155,34725257,"""Department of Biologics Development, The University of Texas MD Anderson Cancer Center, Houston, TX 77054.""",2021,United States,university
3156,34725257,"""Department of Genome Sciences, University of Washington, Seattle, WA 98195.""",2021,United States,university
3157,34725257,"""Department of Immunology, The University of Texas MD Anderson Cancer Center, Houston, TX 77054.""",2021,United States,university
3158,34725257,"""Department of Melanoma Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX 77054.""",2021,United States,university
3159,34725257,"""Department of Melanoma Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX 77054; cyee@mdanderson.org.""",2021,United States,university
3160,34721410,"""KG Jebsen Centre for Autoimmune Diseases, University of Bergen, Bergen, Norway.""",2021,Norway,university
3161,34721410,"""Department of Medical Genetics, Haukeland University Hospital, Bergen, Norway.""",2021,Norway,hospital
3162,34721410,"""Department of Medicine, Haukeland University Hospital, Bergen, Norway.""",2021,Norway,hospital
3163,34721410,"""Department of Clinical Science, University of Bergen, Bergen, Norway.""",2021,Norway,university
3164,34721410,"""Broegelmann Research Laboratory, University of Bergen, Bergen, Norway.""",2021,Norway,university
3165,34696226,"""International Joint Laboratory for Protein and Peptide Drugs of Henan Province, Zhengzhou University, Zhengzhou 450001, China.""",2021,China,university
3166,34696226,"""School of Life Sciences, Zhengzhou University, Zhengzhou 450001, China.""",2021,China,university
3167,34696226,"""State Key Laboratory of Esophageal Cancer Prevention &amp; Treatment, Zhengzhou University, Zhengzhou 450052, China.""",2021,China,university
3168,34696226,"""School of Pharmaceutical Sciences (Shenzhen), Sun Yat-sen University, Shenzhen 510080, China.""",2021,China,university
3169,34728796,"""Department of Microbiology and Immunology, Medical School of Southeast University, Nanjing, 210009, Jiangsu, China. chuanlaishen@seu.edu.cn.""",2021,China,university
3170,34728796,"""Blood Component Preparation Section, Jiangsu Province Blood Center, Nanjing, 210042, Jiangsu, China.""",2021,China,private
3171,34728796,"""Jiangsu Province Key Laboratory of Critical Care Medicine, Department of Critical Care Medicine, Zhongda Hospital, Medical School of Southeast University, Nanjing, 210009, Jiangsu, China. chuanlaishen@seu.edu.cn.""",2021,China,hospital
3172,34728796,"""Institute of Pathogen Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, 100730, China. yhe@ipb.pumc.edu.cn.""",2021,China,university
3173,34728796,"""Institute of Nephrology, Zhongda Hospital, Medical School of Southeast University, Nanjing, 210009, Jiangsu, China.""",2021,China,hospital
3174,34728796,"""State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Beijing, 100071, China.""",2021,China,institute
3175,34728796,"""Jiangsu Province Key Laboratory of Critical Care Medicine, Department of Critical Care Medicine, Zhongda Hospital, Medical School of Southeast University, Nanjing, 210009, Jiangsu, China.""",2021,China,hospital
3176,34728796,"""State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Beijing, 100071, China. guangyu0525@163.com.""",2021,China,institute
3177,34728796,"""Department of Microbiology and Immunology, Medical School of Southeast University, Nanjing, 210009, Jiangsu, China.""",2021,China,university
3178,34728796,"""Life Science &amp; Technology School of Southeast University, Nanjing, 210096, Jiangsu, China.""",2021,China,university
3179,33691108,"""Cellular Biology Section, Laboratory of Viral Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA. Electronic address: jyewdell@nih.gov.""",2021,United States,institute
3180,33691108,"""Institute for Research in Immunology and Cancer (IRIC), Universit\xc3\xa9 de Montr\xc3\xa9al, Montreal, QC H3C 3J7, Canada; Department of Biochemistry and Molecular Medicine, Universit\xc3\xa9 de Montr\xc3\xa9al, Montreal, QC H3C 3J7, Canada.""",2021,Canada,university
3181,33691108,"""Lymphoid Malignancies Branch, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA.""",2021,United States,institute
3182,33691108,"""Institute for Research in Immunology and Cancer (IRIC), Universit\xc3\xa9 de Montr\xc3\xa9al, Montreal, QC H3C 3J7, Canada; Department of Medicine, Universit\xc3\xa9 de Montr\xc3\xa9al, Montreal, QC H3C 3J7, Canada. Electronic address: claude.perreault@umontreal.ca.""",2021,Canada,university
3183,33691108,"""Institute for Research in Immunology and Cancer (IRIC), Universit\xc3\xa9 de Montr\xc3\xa9al, Montreal, QC H3C 3J7, Canada.""",2021,Canada,university
3184,33691108,"""Institute for Research in Immunology and Cancer (IRIC), Universit\xc3\xa9 de Montr\xc3\xa9al, Montreal, QC H3C 3J7, Canada; Department of Chemistry, Universit\xc3\xa9 de Montr\xc3\xa9al, Montreal, QC H3C 3J7, Canada.""",2021,Canada,university
3185,33691108,"""Cellular Biology Section, Laboratory of Viral Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA.""",2021,United States,institute
3186,9655265,"""Dendreon Corporation, Mountain View, California 94043, USA. mvpeshwa@dendreon.com""",1998,United States,private
3187,34561224,"""Barbara Davis Center for Childhood Diabetes, University of Colorado School of Medicine, Aurora, CO.""",2021,Colombia,university
3188,34561224,"""Division of Developmental Immunology, Deutsches Krebsforschungszentrum, Heidelberg, Germany.""",2021,Germany,private
3189,34561224,"""Centre de Recherche en Transplantation et Immunologie, INSERM UMR1064, Universit\xc3\xa9 de Nantes, Nantes, France.""",2021,France,university
